Date,ShareLink,ShareCommentary,Uber Story
6/21/2022,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6945089500909850624,"Every professional has one thing in common: a coach.  
  
  They invest in their success through the training, coaching, and accountability a coach provides. 
  
  Sure, they could try to do it on their own. But they're very unlikely to have the game changing success compared to another professional with a coach. 
  
  That's what we do for our customers. We coach them. We coach them in tactics, best practices, and maybe most importantly, mindset. 
  
  It is THE difference in getting $10k / month consulting deals and changing your life forever.",Nope
6/20/2022,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6944760118555099136,"Some of my favorite advice, today shared with one of our Accelerator customers looking to get a big monthly retainer from a new client. 
  
  Bring confidence and you're infinitely more likely to close that client",Nope
6/20/2022,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6944680097077469184,"Even as an early stage company, we're working incredibly hard to build a diverse and inclusive team and community.  
  
  We won't be perfect, but having it be top of mind as we build is half the battle, and I know the company will benefit from it in the long term.",Nope
6/16/2022,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6943282932484599808,"Setting hourly rates for your consulting projects completely diminishes your years of learning, expertise, and experience. 
  
  Stop that. 
  
  You bring incredible value to the table. Get paid it.",Nope
6/15/2022,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6942933125572272128,"Over my first 12 months consulting, I brought in about $250k. Here are some sample consulting projects I worked on: 
  
  -Series A self-driving food delivery start-up where I acted as their part-time Head of Ops in ~25 hours per week. My main task was to help them launch their food delivery marketplace, which included onboarding restaurants, coming up with an eater marketing plan, and setting up their customer support. 
  
  -10 year old logistics company looking to grow their revenue. I came in, dove into their business, and suggested 3 specific initiatives that would spark some growth across 3 months.  
  
  -Early stage logistics tech start-up who needed help bringing their product to market. In a part-time strategy role, we worked through how to launch their MVP, acquire their first customers, set a pricing strategy, and evaluate success 
  
  -Series D logistics company in the agriculture space. They asked me to help align their Ops and Product team by compiling the research and their product roadmap. The deliverable was a deck presented to the team 
  
  There's no one way to do things. Companies need talent, and you have unique abilities to bring to the table. 
  
  If you want to work for yourself, part-time, and add value to a number of different companies, you absolutely can. 
  
  You've worked hard for your experience. How you use that expertise is up to you!",Nope
6/13/2022,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6942168605908221952,"I often get asked why I left a lucrative life of consulting to build my own company. 
  
  It's true, it doesn't really make a lot of rational sense: I went from making $25k / month part-time to making nearly nothing while I build my own company working my butt off. 
  
  It turns out, money isn't the main driver in my fulfillment. In fact, it's barely a factor.  
  
  I get fulfilled out of helping change people's lives. When I help someone launch their own consulting business and it replaces their W2 income (and then some!) it's the most incredible feeling in the world. 
  
  I've helped single moms work when their child is taking naps, women close the gender pay gap, and entrepreneurs fund their software company through consulting gigs to name a few. 
  
  I wasn't getting that feeling as a consultant. I love consulting because of the lifestyle it provides.  
  
  I am passionate about flexible, fulfilling work.  
  
  So I'm trying to live it myself, marrying flexible work (working for Mylance) with fulfilling work (helping others). 
  
  I'm not perfect at it, but I truly believe there's a world where I work in a flexible way with Mylance, build this company with incredible colleagues, and be fulfilled in our mission for what we're doing. 
  
  And whatever your fulfilling work life looks like, I want to help you get there too.",Nope
6/11/2022,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6941418461365456896,"PSA to employers: your best employees want to have part-time work on the side. They want it because they crave flexibility and freedom.  
  
  They also want to be truly valued for their contributions to the company.  
  
  Not paying fair salaries, enabling remote work, and being open-minded to part-time projects is the fastest way to lose your best people.  
  
  Don't stifle these desires. Accommodate them and facilitate them to keep your best people.",Nope
6/10/2022,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6941012434530783232,"I experienced that heart dropping feeling: a letter from the IRS that I owed $13,500. What happened, how I got out of it, and how I got a refund! 
  
  It started in late 2020 when I first got the letter. The IRS claimed they didn't receive my extension, and thus I owed penalties and interest that was over $13k.  
  
  My stomach dropped. 
  
  I reached out to my personal CPA at the time who told me to  just pay it.  I couldn't believe her answer. I immediately sought out another opinion. 
  
  Right around this time we brought on Bethany Swartwood as our Head of Accounting to Mylance. She told me everything would be okay, and got to work. 
  
  After a lot of back and forth with the IRS, she was able to use her magic to get ALL THE PENALTIES removed, AND I now have a check coming in the mail for over $200 in refunds. She coached me what to say, she called in herself on a separate  tax preparers line,  and got the job done. 
  
  The moral for me: having someone like this on your side taking care of your books / taxes is game changing. It saves you thousands of dollars, and gives you peace of mind knowing even if you get a nasty letter in the mail or a big tax bill, everything is going to be okay.",Nope
6/9/2022,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6940773248724832256,"Client:  And how much do you charge for this service? 
  
  Me (nervous):  Umm... $287 / hr 
  
  Client:  Oh wow, our last consultant charged us only $150 / hr 
  
  Me:  Well, they're not me and they don't bring the experience I have to the table. It's not relevant to compare me to another consultant, and if they were the right person to solve this problem, then you wouldn't be talking to me right now. 
  
  Client: Silence 
  
  Me: (sweating nervously hoping my  fake it till you make it  confidence didn't come across as arrogant) 
  
  Client (after 2 days of silence): $287 / hr is too much, but we can agree to $250 / hr with 90% cash and 10% equity. 
  
  Me:  Deal! 
  
  This was my first client back in 2018. I didn't know what was I doing, but I believed my experience was worth a lot to them, and I brought that belief to the negotiation table. 
  
  Whether you've had 10 clients or 0, your experience is incredibly valuable, you've worked your butt off for it, and invested in yourself. 
  
  Don't let a single person convince you otherwise.",Nope
6/8/2022,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6940416385462239232,"The May 2022 Mylance update is here - we saw a huge growth month and hit a big milestone: profitability! 
  
  Read below for details and subscribe to the newsletter to get future updates!",Nope
6/7/2022,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6939972908416974848," Freelancing in a recession can be a strategic approach. Whether freelancing is done alongside a full-time job or you’re a full-time independent contractor, the agile lifestyle of independent work can be a way to recession-proof your income. 
  
  Well if Forbes said it, it must be true 
  
  https://lnkd.in/g86SZwUF",Nope
6/4/2022,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6938925913854111744,"I had this story in my head: I'm supposed to go to a good school, get a good job, move up the ladder, get a better title and a better salary, and retire at ~65. 
  
  Where I found myself at 28 was in meetings from 9am to 6pm every single day, and enjoying about ~15% of my job.  
  
  I decided life was too short to be unhappy so much of my week, and that I was willing to take a bet on myself. 
  
  Yes, I have privilege to have the savings to do this, but I also worked my butt off to build up those savings, so it's a combination luck, privilege, and discipline. 
  
  Quitting was scary. It pierced my idea of what I was  supposed  to be doing. 
  
  I didn't know if I'd succeed on my own. But I had a safety net: I bet I could go back to a corporate job, and thus my  worst case scenario  would be back to where I was. I decided I could handle that and it was worth the risk. 
  
  We all have a story in our heads of what we're  supposed  to do, how much money we  should  be making, how much we  need  to be working, and what our title  should  be at a certain time in our lives. 
  
  Check that story you tell yourself, and see how much of it is really true. 
  
  It's only once I quit my job and realized how much opportunity was out there for me did I realize the strength of the story I had been telling myself, which liberated me.  
  
  Now I'm onto my next story: what is the life of a founder, how well is my business  supposed  to be doing, how much  should  I work. It never ends; it's a constant practice in creating the life for myself that I truly want, enjoy, and am fulfilled by.",Nope
6/3/2022,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6938516607044337664,"I was vulnerable with my team earlier today, and I'm going to be vulnerable here with all of you. 
  
  The founder journey is a hard one. Anyone who says otherwise is lying. There are big ups and huge downs.  
  
  For me, there's strength in vulnerability. In acknowledging when it's hard, and knowing I have what it takes to press onwards no matter what's thrown at me. 
  
  We might have a down month. We might get told  no  a number of times. But the only failure would be to give up. And there's no way in hell I'm ever giving up.",Nope
6/2/2022,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6938256038345232384,"Such an incredible opportunity to present tonight to the Stanford GSB Alumni Investor Group on how to launch and legitimize a 6-figure consulting business.  
  
  It's crazy and incredible to present in front of such a talented and accomplished group, and it's incredibly fulfilling to make this kind of impact on people's lives.  
  
  If you have good experience and are looking to monetize that as a consultant, please don't hesitate to reach out!",Nope
6/2/2022,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6938202822593142784,"Asking for what you truly want without fear of being told  no  (or knowing you can handle a  no ) is one of the most powerful things you can do to up-level your life and career. 
  
  I didn't know if I could work part-time, but I asked for it, and eventually got it (I got told  no  11 times before I found my first client). 
  
  I also got told  no  146 times when pitching investors. I got 12 yes's and that filled our round. 
  
  Getting told  no  is part of anything that stretches the boundary for you, and is essentially a requirement to get what you truly want.  
  
  Thanks Jen Gray for your vulnerability in sharing with us!",Nope
6/1/2022,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6937825061743554561,"Every month, I sit down and write an Investor Update for Mylance. I can't recommend this practice more highly for founders, creators, or consultants. Here's why: 
  
  It forces a practice of sitting down and retrospectively looking at what we accomplished in the month.  
  
  It can be so easy to go from month to month, keeping my head down and just executing. 
  
  This forces a reflection that I wouldn't get otherwise. 
  
  Further, it gives me perspective of what we've done and how far we've come when I review the goals I set for each month. 
  
  How can this apply to your life? 
  
  We all have things we're trying to  achieve,  even if that is more free time or flexibility in our lives. This practice encourages a  step back  to look at how you're doing at the cloud level, giving you perspective and appreciation. 
  
  I'll be sharing our May Investor Update on LinkedIn in about a week! See you there :)",Nope
5/31/2022,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6937236424337313793,"When I first started consulting, I got lucky: my first client paid me $250 / hr (90% in cash, 10% in equity) for ~25 hours per week. 
  
  While the arrangement was amazing, I often woke up feeling off. 
  
  I didn't get feedback, I didn't have structure, and not having a  stable job  that I was used to felt weird. 
  
  Further, I felt alone. I wasn't truly part of the company, and very few of my friends were doing something similar.  
  
  I wish I had a community of people that were doing something similar.  
  
  And that's part of the reason we started the Mylance Community. Going out on your own is scary and lonely. But now you don't have to do it alone. In fact, you also get to be surrounded by experts in their fields: CPAs, lawyers, and Executive Coaches to help you navigate the challenges of consulting.  
  
  Even more, you get access to a project board of high-end consulting gigs to launch or grow your consulting business.  
  
  And, it's free (for now). 
  
  #community #launchyourconsultingbusiness #Mylance",Nope
5/26/2022,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6935577347756576769,"The honest truth is most professionals are horrible at packaging their experience into a concise 1-sentence summary of what they do.  
  
  Here's why it's so important to get right: 
  
  1. First impressions matter: how we present ourselves makes a material impact on how another person perceives us. 
  
  2. Attention spans have never been shorter. We have less than 30 seconds to pique someone's interest, whether they're talking to us, reading our resume, or browsing our personal website. 
  
  3. Global talent is more accessible than ever before, meaning competition is greater. We need to be in the top 1% of what we do so we stand out for a particular need, and still get high paying (5-figure per month) retainers. 
  
  4. It projects confidence. It shows clarity in your offering and your skillset, bringing confidence to the table. Confidence plays a huge role in getting that high figure salary or consulting gig, and cannot be understated.  
  
  We use our 1-2 sentence  niche  in numerous places: 
  
  1. At the start of every networking or intro call 
  2. To headline our proposals 
  3. On our personal websites or Mylance HQs 
  4. To headline our resumes 
  5. On our LinkedIn  
  6. In our email signatures  
  7. Casually talking to people (answering the question: what do you do?) 
  
  It's tough to come up with this 1-2 sentence on our own. We aren't good at being objective about what we bring to the table.  
  
  My recommendation: work it through with a friend or coach - it's worth the investment in yourself.",Nope
5/24/2022,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6934841638674419712,"Not sure the best way to set up your consulting business? You want to be legally protected but more importantly optimized for taxes.  
  
  Come chat with Bethany Swartwood on the best practices for your business!",Nope
5/19/2022,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6933088949993136129,"Asking for money is scary. We’re not used to it and the potential to get told “no” brings up fears of failure.  
  
  But, to get the rates we want, we have to be willing to ask for it. And we actually seek a “no” - that’s how we know we asked high enough.  
  
  If they say yes immediately, we by definition could’ve gotten more.  
  
  Get used to being uncomfortable and pushing the boundaries. You’re much more likely to accomplish your goals.",Nope
5/18/2022,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6932799540605411328,"Layoffs stuck. But they're a part of business. It shows the brutal reality that at the end of the day, being an employee of a company doesn't guarantee stability. You can be let go at any point, even if you're an incredibly high performer. 
  
  This is why having one source of income is a scary proposition to me, and creating multiple sources of income is not only desirable, but required. 
  
  The EASIEST way to get a second source of income is consulting. YOU are the product. Your experience speaks for itself, and you can launch your business TODAY. 
  
  Join our (free, vetted) community and take the first step to launch your consulting business. (link in the first comment) 
  
  #consulting #sidehustle #secondincomestream",Nope
5/16/2022,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6932089817899913216,"As most of you know, I share periodic updates on how Mylance is growing and progressing.  
  
  Now, I'm formalizing it into a monthly newsletter. Subscribe and follow along as I share monthly updates, which will include key metrics such as revenue, users, retention, and profitability! 
  
  #startups #entrepreneurship #founderstory",Nope
5/13/2022,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6930904507623075842,"We saved the average consulting $21,000 on their taxes this year. After working with 50+ independent consultants this tax season, we've identified the top 3 ways you can save money for your business of one: 
  
  1. Tax structure - there's a lot of LLCs that should be S Corps, and some S Corps that should be C Corps, and it's not always one-size-fits-all or that one structure is perfect forever 
  
  2. Expenses - not writing off everything related to their business, if it's an ordinary and needed expense and related to your business, write it off! 
  
  3. Maximizing any and all applicable tax savings plans - HSAs and FSAs are great to use for medical expenses, DCAP (Dependent Care Assistance Plans) for childcare expenses, etc. 
  
  If you're not taking advantage of these, you're missing out, big time. 
  
  Bethany Swartwood is an absolute magician, and so happy to have her on our team!",Nope
5/10/2022,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6929865945049919488,"Most people don't know this but I failed to start numerous times before I got Mylance off the ground. 
  
  The biggest difference in those times: 
  
  I didn't follow through. I didn't FULLY commit to it. I didn't invest in myself. I didn't take the steps required.  
  
  I'd start. And stop. And start again. And stop again. 
  
  The easiest business to start is where you're the product. You can start this TODAY. Like right now.  
  
  You can: 
  
  1. Hone your niche and decide what you're going to consult in 
  2. Write up your ideal client 
  3. Start outreach 
  4. Invest in the coaching required to overcome any barriers holding you back 
  
  Or you can keep doing what you're doing. 
  
  In January 2020 I decided to incorporate Mylance and knew with 1000% certainty I would do whatever it took to succeed. 
  
  In my opinion, the only way to succeed is with relentless determination and grit. Because it's hard. But you can do hard things if you put your mind to it. 
  
  #startups #Investinyourself #grit #hustle",Nope
5/9/2022,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6929453612649648128,"Ever since I started Mylance, I've shared progress updates with my network. Sometimes these updates have highlighted great growth and sometimes they've highlighted difficult and frustrating times.  
  
  But, it's all been worth it to get the support from you as we've built this company.  
  
  I'm really excited to share our April 2022 update, with significant user and revenue growth. Please see a detailed report below! 
  
  #startups #investorupdates #keepbuilding",Nope
5/5/2022,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6927999488590577664,"Hard truth: if you're wondering if you  can  consult on the side, it's imposter syndrome. 
  
  Our data shows that there's zero correlation between years of experience and consulting rates. 
  
  This means it comes down to something else entirely: 
  
  1. Confidence 
  2. Honed niche 
  3. Willingness to put yourself out there 
  
  If you have at least 5 years of experience, the above applies to you, and anything else is simply an excuse. 
  
  You have value to bring to a company, and you can bring it as a full-time employee, or as a consultant. 
  
  As a consultant, you: 
  1. Own your time 
  2. Have flexibility in your work life 
  3. Command your own rates 
  4. Scope out projects that you genuinely enjoy 
  
  What are you waiting for? 
  
  #sidehustle #consulting #dontsettleforless",Nope
5/2/2022,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6926926103018127360,"Thank the people that have helped you in your professional life. You'll feel good and they'll feel amazing. 
  
  Then, go help someone else with your newfound skills or position.  
  
  Rinse and repeat to keep growing, learning, and giving back.  
  
  #givingbackmonday",Nope
4/27/2022,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6925155900068413441,"You no longer have to work for 45 years and then retire. I know what I was told: 
  
  1. Get into the best college you can 
  2. Graduate with a great degree 
  3. Go get a job / get experience 
  4. Move up the ladder to higher titles and salaries 
  5. Work your butt off for 45 years 
  6. Retire when you're 65 and then relax 
  
  What I learned I can actually do: 
  
  1. Get some good experience 
  2. Learn skills, invest in yourself, get confident in your abilities 
  3. Monetize your skills through any number of different possibilities including part-time jobs, consulting, creating, or starting your own business 
  4. Create a balanced, flexible work life for you that you love 
  
  What worked in the past doesn't need to be replicated today. The world has changed, and you can 100% build a work life that works for you. 
  
  It takes some guts. It takes some risks. But if you believe in yourself and your abilities, you know you'll make it work in the end. 
  
  #lovewhatyoudo #passioneconomy",Nope
4/27/2022,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6924914380367179777,"Help out the LinkedIn community: how did you find your first paying consulting client?  
  
  #norightanswers #consulting #sidehustle",Nope
4/26/2022,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6924738401468370944,"The latest data shows that 45% of working Americans report having a side hustle. 
  
  Some of the top options for a side hustle: 
  
  -Sell a physical product (online or not) 
  -Sell your expertise 
  -Build software and get paying users (e.g., SaaS) 
  -Trade stocks or crypto 
  -Write content (blog, medium, etc.) 
  -Create video content (e.g., YouTube, TikTok, Instagram) 
  
  
  None of these are easy. Why? Because it requires you to be your own boss and put yourself out there.  
  
  But you want that extra income. And you want the flexibility of being your own boss.  
  
  Most of the above require a product. Something that you can sell in exchange for money. Making a great, sellable product takes a ton of time, effort, feedback, and often money. 
  
  What if there's an item on that list that you've already been working on for years?  
  
  You've worked hard, you've gotten and incorporated feedback, you've put time and money into education and follow-on courses, you've invested in coaching. 
  
  That product that you've worked so hard on is already very developed. And that product is you.  
  
  You've spent years refining it, taking feedback, learning, and growing. 
  
  And because of that you can be earning $10k or $20k or more per month monetizing your experience by consulting directly for companies.  
  
  You've put in the work, and now it's your turn to monetize it and reap all the benefits. 
  
  #consulting #sidehustle #flexibility #beyourownboss",Nope
4/22/2022,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6923361365705326592,"According to our rates database, Mylance consultants are making $550 / hr or more. But some are make only $50-$75 / hr. What's causing this huge range? 
  
  Consulting rates are all over the map. Which can be challenging and confusing.  
  
  But it's also amazing.  
  
  Consulting doesn't have the  box  that salaries do. Salaries have clear bands, levels, expected rate increases, etc.  
  
  There’s nothing like that for consulting (yet). So you, or anyone else, can go out there with a concise and tangible niche, and go get great rates if you add enough value to a client. To do this, you'll need: 
  
  1. A super clean, concise, packaged niche 
  2. Identify your ideal client for your niche 
  3. Confidently communicate you're the best person to solve their problem 
  4. Send over a kick-ass proposal with a high rate 
  5. Negotiate like a pro 
  
  #yougotthis",Nope
4/22/2022,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6923351025269579776,"As you grow your consulting business, what are you striving towards?",Nope
4/19/2022,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6922217777122488320," Can I consult in my niche? 
  
  Odds are, if you're asking this question, these are imposter thoughts. Of course you can consult in your niche. You're getting paid good money to do full-time work. Why couldn't you get paid to carve out a portion of that and do part-time work? 
  
  But, you're not sure. You feel like an imposter. Let's face it - you're scared. 
  
  First, let's normalize this. It's 100% normal, common, and expected. 
  
  We're taught our entire lives to get a stable job, get promoted, move up, and then get another job. And you're sick of that. You want to work for yourself. On your own time. On projects that genuinely interest you. And most importantly, get paid for the VALUE you bring to the table. 
  
  I know. I was there. I worked through it and overcame it, and I know you can too. 
  
  What helped me is to write these thoughts down. Write down how you're feeling and what makes you scared. It's all normal. 
  
  Then, write down the worst case scenario. What is it? You'll get rejected by a client? You won't make it on your own? You'll have to go back to the corporate world? 
  
  When you read what you wrote, can you handle it? I bet you can, but only you can answer that. 
  
  My guess is, if you actually do this exercise, you'll see that you can handle the worst case scenario. But most won't actually do this exercise. And most won't actually launch their side businesses. Which camp are you? 
  
  #sidehustle #impostersyndrome #consulting",Nope
4/14/2022,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6920419889568473088,"Free advice: it's a problem for every consultant. You start talking to a potential client or even a former colleague, and they want to  pick your brain  about a topic you're an expert in. 
  
  You're torn. You want to help them. But you also don't want to work for free. 
  
  The advice you have to share is from years worth of learning, mistakes, and hard work. Giving it away for free feels like robbery! 
  
  Here's how I've thought about it: 
  
  Let's be thoughtful with free knowledge. People will take as much free advice as we give them.  
  
  We can use free advice to validate ourselves to them on an intro call, and then USE the rest of our advice to encourage them to agree to a  formal arrangement  (a consulting gig) and get paid for that advice! 
  
  
  You can use the following language to help transition from a free call to a paid consulting project 
  
  “Hey thanks so much for reaching out. I’m flattered that you value my experience. I’m happy to come up with a formal arrangement with you and then share anything that would be helpful to grow your business. Does that work?” 
  
  What other tactics have you used to pivot from free advice to a paid gig? 
  
  #consulting #sideincome #monetizeyourknowledge",Nope
4/12/2022,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6919669875552468992,"Can you start a flexible, part-time consulting business? Of course! Thousands of people are doing it. And there's nothing stopping you.  
  
  Or is there?  
  
  You don't have one right now...  
  
  What's holding you back? 
  
  Do you not know how to present your experience into a well-defined niche? 
  
  Are you worried about putting yourself out there and getting rejected? 
  
  Successful consultants have two main things in common: 
  
  1. They have the confidence to put themselves out there 
  
  2. They've refined their niche to concisely present their value-add to a client 
  
  To do #1, you need to be okay with rejection. You're going to get told  no,  and you need to be okay with that. Many never put themselves out there because of this fear. 
  
  For #2, you need to invest in yourself. You need to spend the time, energy, and money to get this right. This could mean getting advice from a friend, but to really get it right, you likely need a coach to help you nail this down and differentiate your offering.  
  
  The brutally honest truth is the only person that's holding you back is you.  
  
  If you really want to work flexibly and be your own boss, you have to be willing to put in the work, invest in yourself, and go get it. Nobody is going to hand it to you.  
  
  Are you willing to do what it takes to get what you want?",Nope
4/6/2022,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6917529909405851648,"It's 28 months since I incorporated Mylance as a C-Corp in Delaware. It's been incredibly difficult and rewarding and amazing and challenging. 
  
  Last month was our best revenue month ever, and we've already beat our March revenue six days into April. 
  
  I think it's true what they say: growth happens slowly and then all at once. It’s been a slow, grueling process in building this business, and the hardest thing I've ever done. 
  
  But at no point did I ever consider giving up. I knew why I was doing it and I knew there was a big problem to solve. And now we’re rounding a very important corner, and our trajectory is incredibly exciting.  
  
  There's no smoke signal that tells you when to start a business, and there's no tried and true playbook for how to do it. It's putting a stake in the ground to say  I'm doing this now  and push it forward with relentless conviction every single day. 
  
  #founderstories #startups #growth",Nope
4/6/2022,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6917522270374498305,"We have new consulting projects coming into the Mylance Community every day, and now have a project board so community members can apply to projects. 
  
  Today, we've announced that we're looking for a part-time Product Manager to help us out! 
  
  If you're interested, please apply to join our community and shoot me a DM so I can review it!",Nope
4/4/2022,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6916784863530385408,"Slowly, the dominoes are falling. You don't need to be in specific city, you don't need to be in an office, and you don't need to be working 9-5. 
  
  You also don't need to dedicate all of your time to one company. You can work across companies, enjoy the work you do, add value, and make way more money than if you isolated yourself to one company. 
  
  Also, as a part-time contributor, you significantly decrease dealings with politics and bureaucracy at the company.  
  
  Working at only one company is like holding only one stock. Why limit your earning potential instead of diversifying?  
  
  https://lnkd.in/e6TUca5S",Nope
3/31/2022,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6915349434566381568,"I'm seeing a lot of messages from Duke and UNC fans alike about how  miserable  this game is going to be. I understand the sentiment, but completely disagree. 
  
  This is an opportunity. An opportunity for one of the best rivalries in all of sports to play a game on the biggest college basketball stage. It's never happened before, and may never happen again. For these kids, it's an opportunity of a lifetime. 
  
  The argument I'm hearing is  well if we lose it'll be horrible.  And they're right. It'll suck for whoever loses.  
  
  But for the team that wins, it'll be one of the defining wins in program history. And the opportunity to play on that court for that  win  is a privilege, and one I'm sure these kids are ecstatic about. 
  
  Whether you think this game is an opportunity or  miserable  is an example of how you look at life. You can go into an interview thinking it's your job to win or lose. Start a company wondering how you'll fail or what it will take to succeed.  
  
  Mindset in life is everything, and if I had to pick the one differentiator between successful business owners and not, it's mindset. It's confidence, it's optimism, and it's grit. It's whoever is willing to see the glass half-full, take the learnings and feedback in stride, and press forward. 
  
  This game on Saturday is the same thing. It's a game where you throw out the pure talent, and it's all about who wants it more, and who's going in to take advantage of an incredible opportunity sitting in front of you. 
  
  Which side of that coin are you on?",Nope
3/29/2022,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6914371085748596736,"“I’ve always dreamt of working for myself” is the most common phrase I hear from our customers.  
  
  You can change that from a dream to reality with an investment in yourself and dedication to it. There’s no silver bullet, but there are tangible steps that do make it a reality.  
  
  The only one holding you back is you.",Nope
3/18/2022,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6910629913356066816,"Many don't know this, but before I founded Mylance, I co-founded another start-up with 2 friends that went nowhere. Here's what happened: 
  
  The idea was in the travel space building a curated Yelp with recommendations only from your network.  
  
  Biggest problem: We didn't test an MVP before we built it. We just designed and built what we thought was the product people wanted. 
  
  We spent 9 months working on it. We held meetings at 5am before my co-founders had to go to their  day jobs.  We got 90% of the way through our MVP before we realized we hadn't fully validated that we were building a product people wanted. Our developer got a bigger role at his company, and it was over as quickly as it started. 
  
  Taking this learning into Mylance, my first products were completely manual. I wanted to test demand (actually collect customer money) before I built any software. 
  
  How did I do this? 
  
  1. Our first tax product had zero software - just a CPA managing customers' Quickbooks. It was $120/month, and nobody churned.  
  
  2. Our first Bootcamp was run completely via Google Sheets, Zoom, and Slack. It was $1249 and because the value prop was there, customers paid for it. And loved it. Nobody cared it wasn't a fancy software. 
  
  Lesson: validate your idea by finding a way to get paying customers without a fancy software. If you can't get someone to pay, you probably don't have a business. 
  
  #lessonlearned #startups #entrepreneurialjourney",Nope
3/14/2022,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6909195554795229185,"I've made over $40k doing one hour expert network calls (GLG, Third Bridge, Coleman, Ridgetop Research, Guidepoint, etc.) Here are some tips to maximize your earnings: 
  
  1. Raise your rate. I started out at $250/hr and am now at $1,000/hr. They will tell you you'll get fewer calls, and maybe you will, but I doubt I got 1/4th the number of calls, so I end up ahead. 
  
  2. Do not let them pro-rate the time. You blocked off an hour for this call, get paid for it.  
  
  3. Do not apply for projects that are not in your area of expertise. You won't get it, and it wastes your time. 
  
  4. When you do get one in your area of expertise, answer it quickly. Have a standard response for all of them in that area of expertise to save time. 
  
  5. If they ask you to do a group call with a bunch of clients, ask how many clients there are, and get paid per client that joins. You're not incentivized to share in a group setting when you could get paid way more by doing individual calls.  
  
  6. Do not answer questions you don't feel comfortable. They will say they don't want confidential info and then they'll ask anyways. Keep the boundary and decline to answer.  
  
  What else would you add?",Nope
3/11/2022,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6908169267448299520,"I knew I wanted to work for myself. For many years I tried side projects while I had a full-time job. I found it so hard to have the discipline to get home from a long day at work and work on the side project. 
  
  Nothing went anywhere. Project after project I abandoned after a few months. 
  
  I was completely absorbed in my full-time job. For a company that I loved, but a company that didn't love me.  
  
  Once I left, I realized how relatively unimportant I was. They were just fine without me.  
  
  After a few months off, I played around with new projects and I realize why I was failing. Any project from scratch is incredibly difficult to get off the ground. There is no silver bullet. You have to keep trying new things and working hard.  
  
  You have to grind it out. You see all the stories about the side hustles and projects that are making millions quickly. Those aren't the norm. The norm is months and years of hard work before you see any big results. 
  
  It's about getting started, and being consistent. If I can do it, you can too.",Nope
